"OBJECTID","LEA_SCHOOL","PTMOVED","COMMENTS","REVIEWED","SCHOOL_NAM","PRINCIPAL","STREET_LON","PHYS_ADDR","PHYS_CITY","PHYS_ZIP","PHONE","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","FAX","URL_ADDRES","COUNTY","ACCR_STAT","SCH_DESG","SCH_TYPE","SCH_PTYPE","SCH_CTYPE","EXT_HOURS","NUM_TEACH","BGN_GRADE","END_GRADE","PRE_K","ELEM","MIDDLE","HIGH","EARLY_COLL","coords.x1","coords.x2"
2348,"410486",NA,NA,NA,"Northern Guilford Elementary","Teresa Richardson","3801 NC Hwy 150 East","3801 NC Hwy 150 East","Greensboro",27455,"3366564032","3801 NC Hwy 150 East","Greensboro",27455,"3366434043",NA,"Guilford",NA,"Public","Regular School","None","Traditional","-",49,"KG","05",NA,"yes",NA,NA,NA,540594.562600002,275036.406300001
2349,"410491",NA,NA,NA,"EP Pearce Elementary","Erik Naglee","2006 Pleasant Ridge Rd","2006 Pleasant Ridge Rd","Greensboro",27410,"3366055480","2006 Pleasant Ridge Rd","Greensboro",27410,"3366055488","http://www.gcsnc.com/schools/elementary/pearce/in","Guilford",NA,"Public","Regular School","None","Traditional","-",46,"KG","05",NA,"yes",NA,NA,NA,524984.624799997,266080.1873
2350,"410530",NA,"point verified","1","Reedy Fork Elementary","Denise Schroeder","4571 Reedy Fork Pkwy","4571 Reedy Fork Pkwy","Greensboro",27405,"3366563723","4571 Reedy Fork Pkwy","Greensboro",27455,"3366563488","http://www.gcsnc.com/schools/elementary/reedyfork","Guilford",NA,"Public","Regular School","None","Traditional","-",38,"PK","05","yes","yes",NA,NA,NA,546940.594499998,270507.033399999
2351,"490390",NA,"point verified","1","Woodland Heights Elementary","Brian Mills","288 Forest Lake Boulevard","288 Forest Lake Boulevard","Mooresville",28117,"7046631370","288 Forest Lake Boulevard","Mooresville",28117,"7046631383",NA,"Iredell",NA,"Public","Regular School","None","Traditional","-",56,"KG","05",NA,"yes",NA,NA,NA,435375.624899998,203670.453299999
2352,"540317",NA,"point verified","1","Lenoir County Early College High","Jason Miller","231 Hwy 58 South","231 Hwy 58 South","Kinston",28502,"2522336870","231 Hwy 58 South","Kinston",28502,"2522336879","http://www.lenoir.k12.nc.us/echs","Lenoir",NA,"Public","Regular School","Early College","Traditional","-",9,"09","13",NA,NA,NA,"yes","yes",739345.625,165454.000100002
2353,"590328","yes, 2012","across town","1","McDowell Early College","Lisa Robinson","54 College Drive","54 College Drive","Marion",28752,"8286590411","54 College Drive","Marion",28752,"8286521014","http://www.mec.mcdowell.k12.nc.us","McDowell",NA,"Public","Regular School","Early College","Traditional","-",10,"09","13",NA,NA,NA,"yes","yes",341376.682700001,215494.030999999
2354,"600334",NA,NA,NA,"Cato Middle College High","Joseph Burch","8120 Grier Road","8120 Grier Rd   Suite 171B","Charlotte",28215,"9803431452","PO Box 35009","Charlotte",28235,"9803431453","http://schools.cms.k12.nc.us/catoHS","Mecklenburg",NA,"Public","Regular School","Early College","Traditional","-",7,"11","12",NA,NA,NA,"yes",NA,452109.187700003,169525.000100002
2355,"650323",NA,NA,NA,"Edwin A Anderson Elementary","Carole Piner","455 Halyburton Memorial Parkwa","455 Halyburton Memorial Pkwy","Wilmington",28412,"9107983311","455 Halyburton Memorial Pkwy","Wilmington",28412,"9107983358",NA,"New Hanover",NA,"Public","Regular School","None","Traditional","-",35,NA,NA,NA,NA,NA,NA,NA,709684.312299997,39008.7265000008
2356,"750317",NA,NA,NA,"Polk County Early College","Mary Greene","51 Walker Street","51 Walker Street","Columbus",28722,"8288942698","51 Walker Street","Columbus",28722,"8288942971","http://www.polk.k12.nc.us/pchs/","Polk",NA,"Public","Regular School","Early College","Traditional","-",3,"09","13",NA,NA,NA,"yes","yes",319773.1875,172787.5781
2357,"810385",NA,NA,NA,"Rutherford Early College High","Laura Thomas","286 ICC Loop Road","286 ICC Loop Road","Spindale",28160,"8282863636","PO Box 804","Spindale",28160,"8282868109","http://reach.rcsnc.org/","Rutherford","SA","Public","Regular School","Early College","Modified","-",8,"09","12",NA,NA,NA,"yes",NA,345161.3125,180066.4531
2358,"900353",NA,"point verified","1","Sandy Ridge Elementary","Cindy Croffut","10101 Waxhaw Manor Drive","10101 Waxhaw Manor Drive","Waxhaw",28173,"7042901505","10101 Waxhaw Manor Drive","Waxhaw",28173,"7042433812","http://sres.ucps.k12.nc.us","Union","SA","Public","Regular School","None","Traditional","-",52,"KG","05",NA,"yes",NA,NA,NA,445088.874799997,136585.1873
2359,"920514",NA,"point verified","1","North Forest Pines Drive Elementary","Syreeta Smith","11501 Forest Pines Drive","11501 Forest Pines Drive","Raleigh",27614,"9195702220","11501 Forest Pines Drive","Raleigh",27614,"9195702219","http://northforestpineses.wcpss.net","Wake",NA,"Public","Regular School","None","Year Round","-",55,"KG","05",NA,"yes",NA,NA,NA,650481.991999999,244550.537300002
2360,"920526",NA,"point verified","1","Panther Creek High","Rodney Nelson","6770 McCrimmon Parkway","6770 McCrimmon Parkway","Cary",27519,"9194638656","6770 McCrimmon Parkway","Cary",27519,"9194638666","http://panthercreekhs.wcpss.net/","Wake",NA,"Public","Regular School","None","Traditional","-",139,"09","12",NA,NA,NA,"yes",NA,619682.270800002,230730.630199999
2361,"920554",NA,"point verified","1","Sanford Creek Elementary","Ve-Lecia Council","701 Granite Falls Blvd","701 Granite Falls Blvd","Rolesville",27571,"9195702100","701 Granite Falls Blvd","Rolesville",27571,"9195702168","http://sanfordcreekes.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",41,"KG","05",NA,"yes",NA,NA,NA,658188.562600002,241698.843899999
2362,"920601",NA,"point verified","1","Wendell Middle","Mary Castleberry","3409 NC Highway 97","3409 NC Highway 97","Wendell",27591,"9193651667","3409 NC Highway 97","Wendell",27591,"9193651686","http://wendellms.wcpss.net","Wake",NA,"Public","Regular School","None","Traditional","-",52,"06","08",NA,NA,"yes",NA,NA,664387.937299997,228072.343899999
2363,"60L000",NA,NA,NA,"KIPP: Charlotte","Tiffany Washington","931 Wilann Dr","931 Wilann Dr","Charlotte",28215,"7045372044","931 Wilann Dr","Charlotte",28215,"7045375817","http://www.kippcharlotte.org/","Mecklenburg",NA,"Charter","Regular School","None","Traditional","-",23,"05","08",NA,NA,"yes",NA,NA,448890.781300001,167824.2502
2364,"65B000",NA,NA,NA,"Wilmington Preparatory Academy","Kevin Johnson","606 S. College Rd.","4905 S College Rd","Wilmington",28412,"9107996776","4905 S College Rd","Wilmington",28412,"9103381834","http://www.wilmingtonace.org","New Hanover",NA,"Charter","Regular School","None","Year Round",NA,11,"KG","07",NA,NA,"yes",NA,NA,712348.749899998,52346.2342999987
2365,"70311","yes, 2012","down the street","1","Beaufort Co Early College High","Todd Blumenreich","5337 Hwy 264 East","5337 Hwy 264 East","Washington",27889,"2529406227","PO Box 1069","Washington",27889,"2529752752",NA,"Beaufort",NA,"Public","Regular School","Early College","Traditional","-",10,"09","12",NA,NA,NA,"yes",NA,794257.070299998,199840.037900001
2366,"230322","yes, 2012","down the street","1","Cleveland ECHS","Anita Ware","137 South Post Rd","137 South Post Rd","Shelby",28152,"7044768200","137 South Post Rd","Shelby",28152,"7044768201","http://www.clevelandechs.org/","Cleveland","SA","Public","Regular School","Early College","Traditional","-",10,"09","13",NA,NA,NA,"yes","yes",382958.369099997,172720.474199999
2367,"290375",NA,NA,NA,"Tyro Elementary","Leah Leonard","450 Cow Palace Rd","450 Cow Palace Rd","Lexington",27295,"3362425760","450 Cow Palace Rd","Lexington",27295,"3362425761",NA,"Davidson",NA,"Public","Regular School","None","Traditional","-",22,"KG","05",NA,"yes",NA,NA,NA,490274.6087,227200.947299998
2368,"320317",NA,NA,NA,"City of Medicine Academy","Elizabeth Shearer","4100 North Roxboro Rd","301 Crutchfield Road","Durham",27704,"9195602001","301 Crutchfield Road","Durham",27704,"9194773128","http://cma.dpsnc.net/","Durham",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",22,"09","12",NA,NA,NA,"yes",NA,618342.712800004,255603.018300001
2369,"340362",NA,"point verified","1","Early College of Forsyth Count","Fran Cook","2100 Silas Creek Prky","2100 Silas Creek Prky","Winston Salem",27103,"3367573290","2100 Silas Creek Prky","Winston Salem",27103,"3367573300","http://www.wsfcs.k12.nc.us/ecf/site/default.asp","Forsyth",NA,"Public","Regular School","Early College","Traditional","-",8,"09","12",NA,NA,NA,"yes",NA,494927.733800001,258020.2326
2370,"350331","yes, 2012","down the street","1","Long Mill Elementary","Kim Ferrell","1753 Long Mill Rd","1753 Long Mill Rd","Youngsville",27596,"9195540667","1753 Long Mill Rd","Youngsville",27596,"9195541765","http://moodle.fcschools.net/course/view.php?id=629","Franklin",NA,"Public","Regular School","None","Traditional","-",36,"PK","05","yes","yes",NA,NA,NA,654952.658100002,256104.523400001
2371,"390314",NA,NA,NA,"Center For Innovative Learning","Wade Lowry","3144 Webb School Rd","109 Park Ave","Creedmoor",27522,"9196902300","109 Park Ave","Oxford",27565,"9196931716","http://www.gcs.k12.nc.us/cil","Granville",NA,"Public","Alternative Education","None","Traditional","1",8,"KG","12",NA,NA,NA,"yes",NA,645859.991800003,287266.441300001
2372,"390331",NA,NA,NA,"Mary Potter Middle","Julie Finch","448 Taylor St","448 Taylor St","Oxford",27565,"9196933914","448 Taylor St","Oxford",27565,"9196932896","http://www.gcs.k12.nc.us/marypotter","Granville",NA,"Public","Regular School","None","Traditional","-",27,"06","08",NA,NA,"yes",NA,NA,646697.421899997,285035.947299998
2373,"410407",NA,NA,NA,"The Academy at Central","Quincy Williams","700 Chestnutt St","700 Chestnut Dr","High Point",27262,"3368857905","700 Chestnut Dr","High Point",27262,"3368857927","http://www.gcsnc.com/education/school/school.php?","Guilford",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",15,"09","12",NA,NA,NA,"yes",NA,516894.626999997,245157.001400001
2374,"410545",NA,NA,NA,"The Academy at Smith","David Miller","2225 S Holden Rd","2225 S Holden Rd","Greensboro",27407,"3363165866","2225 S Holden Rd","Greensboro",27407,"3363165869","http://www.gcsnc.com/education/school/school.php?","Guilford",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",21,"09","12",NA,NA,NA,"yes",NA,533001.254900001,254110.046300001
2375,"41F000",NA,NA,NA,"Triad Math and Science Academy","Hakan Orak","900 Sixteenth Street","700 Creek Ridge Rd.","Greensboro",27406,"3366210061","700 Creek Ridge Rd.","Greensboro",27405,"3366210072","http://www.tmsacharter.org","Guilford",NA,"Charter","Regular School","None","Traditional","-",39,"KG","10",NA,NA,NA,"yes",NA,539525.060900003,261947.309700001
2376,"450344","yes, 2012","down the street","1","Sugarloaf Elementary","Sallie Carr","2270 Sugarloaf Rd","2270 Sugarloaf Rd","Hendersonville",28792,"8286974600","2270 Sugarloaf Rd","Hendersonville",28792,"8286974632","http://www.sug.henderson.k12.nc.us","Henderson",NA,"Public","Regular School","None","Traditional","-",25,"KG","05",NA,"yes",NA,NA,NA,300309.481700003,181647.555399999
2377,"510373","yes, 2012","across town","1","Powhatan Elementary","Sharon Johnson","3145 Vinson Rd","3145 Vinson Rd","Clayton",27520,"9195533259","3145 Vinson Rd","Clayton",27520,"9195536349","http://johnstoncounty.nc.schoolwebpages.com/educa","Johnston",NA,"Public","Regular School","None","Traditional","-",39,"PK","05","yes","yes",NA,NA,NA,664686.345299996,208444.6512
2378,"600328",NA,NA,NA,"Barnette Elementary","Dianna Newman","13659 Beatties Ford Rd","13659 Beatties Ford Rd","Huntersville",28078,"9803430372","13659 Beatties Ford Rd","Huntersville",28078,"9803431711","http://schools.cms.k12.nc.us/barnetteES","Mecklenburg",NA,"Public","Regular School","None","Traditional","-",45,"KG","05",NA,"yes",NA,NA,NA,435918.345399998,182192.842599999
2379,"600364",NA,NA,NA,"MG Davis Military & Global Lead Academy","Lawrance Mayes","3343 W Griffith St","3351 W Griffith St","Charlotte",28203,"9803430006","3351 W Griffith St","Charlotte",28203,"9803431735","http://schools.cms.k12.nc.us/mglaMGDHS","Mecklenburg",NA,"Public","Regular School","Magnet","Traditional","-",62,"KG","12",NA,NA,NA,"yes",NA,438877.793700002,162763.390700001
2380,"600392",NA,NA,NA,"Polo Ridge Elementary","Nizy John","11830 Tom Short Rd","11830 Tom Short Rd","Charlotte",28277,"9803430749","11830 Tom Short Rd","Charlotte",28277,"9803430785","http://schools.cms.k12.nc.us/poloridgeES","Mecklenburg",NA,"Public","Regular School","None","Traditional","-",52,"KG","05",NA,"yes",NA,NA,NA,446081.131999999,146057.054299999
2381,"600418","yes, 2012","down the street","1","Croft Community Elementary","Susan Wilson","4911 Hucks Rd","4911 Hucks Rd","Charlotte",28269,"9803430370","4911 Hucks Rd","Charlotte",28269,"9803431793","http://schools.cms.k12.nc.us/croftES","Mecklenburg",NA,"Public","Regular School","None","Traditional","-",49,"KG","05",NA,"yes",NA,NA,NA,445611.980300002,178595.3937
2382,"650355",NA,NA,NA,"Mary Sidberry Mosley PLC","Jerry Oates","1805 South 13th St","1100 McRae Street","Wilmington",28401,"9102516161","1100 McRae Street","Wilmington",28401,"9102516022",NA,"New Hanover",NA,"Public","Alternative Education","None","Traditional","-",2,"09","12",NA,NA,NA,"yes",NA,708109.960600004,51979.6420000009
2383,"670329",NA,NA,NA,"Meadow View Elementary","Vickie Brown","1026 Fire Tower Rd","1026 Fire Tower Rd","Jacksonville",28540,"9104783522","1026 Fire Tower Rd","Jacksonville",28540,"9104783422",NA,"Onslow",NA,"Public","Regular School","None","Traditional","-",43,"KG","05",NA,"yes",NA,NA,NA,744361.768299997,114497.784400001
2384,"681332","yes, 2012","down the street","1","Morris Grove Elementary","Amy Rickard","215 Eubanks Rd","215 Eubanks Rd","Chapel Hill",27516,"9199184800","215 Eubanks Rd","Chapel Hill",27516,"9199692592",NA,"Orange",NA,"Public","Regular School","None","Traditional","-",28,"PK","05","yes","yes",NA,NA,NA,600338.903300002,245911.993999999
2385,"770351","yes, 2012","down the street","1","Richmond 9th Grade Academy","Dennis Quick","804 County Home Rd","804 County Home Rd","Hamlet",28345,"9105827800","804 County Home Rd","Hamlet",28345,"9105827804","http://richmond9th.richmondk12.org/","Richmond",NA,"Public","Regular School","None","Traditional","-",32,"09","09",NA,NA,NA,"yes",NA,546071.989600003,130136.340700001
2386,"800394",NA,"point verified","1","Rowan Co Early College","Cindy Misenheimer","1333 Jake Alexander Blvd South","1333 Jake Alexander Blvd S","Salisbury",28146,"7042163873","PO Box 1595","Salisbury",28145,"7042163873",NA,"Rowan",NA,"Public","Regular School","Early College","Traditional","-",8,"09","12",NA,NA,NA,"yes",NA,475415.862300001,210628.212900002
2387,"821330",NA,"point verified","1","Sunset Avenue Elementary","Greg Dirks","505 Sunset Ave","505 Sunset Ave","Clinton",28328,"9105925623","505 Sunset Ave","Clinton",28328,"9105922292","http://sunset.nc.cch.schoolinsites.com","Sampson","SA","Public","Regular School","None","Traditional","-",29,"04","05",NA,"yes",NA,NA,NA,670593.321999997,138585.342500001
2388,"900358",NA,"point verified","1","Stallings Elementary","Laura Gaddy","3501 Stallings Rd","3501 Stallings Rd","Stallings",28104,"7042901558","3501 Stallings Rd","Stallings",28104,"704893825","http://stallings.ucps.k12.nc.us","Union","SA","Public","Regular School","None","Traditional","-",37,"KG","05",NA,"yes",NA,NA,NA,457835.099100001,152056.056899998
2389,"900363",NA,"point verified","1","Sun Valley Elementary","Terri Cooper","5200 Rogers Rd","5200 Rogers Rd","Monroe",28110,"7042901559","5200 Rogers Rd","Monroe",28110,"7042912217","http://sves.ucps.k12.nc.us","Union","SA","Public","Regular School","None","Traditional","-",41,"KG","05",NA,"yes",NA,NA,NA,459226.938600004,144280.2632
2390,"920569",NA,"point verified","1","Sycamore Creek Elementary","Kristen Faircloth","10921 Leesville Rd","10921 Leesville Rd","Raleigh",27613,"9198414333","10921 Leesville Rd","Raleigh",27613,"9198414337","http://sycamorecreekes.wcpss.net","Wake",NA,"Public","Regular School","None","Year Round","-",65,"KG","05",NA,"yes",NA,NA,NA,633702.190800004,240597.1998
2391,"92S000",NA,"point verified","1","Endeavor Charter","Stephen McAdams","9400 Forum Dr","9400 Forum Dr","Raleigh",27615,"9198480333","9400 Forum Dr","Raleigh",27615,"9198488716","http://www.endeavorcharterschool.com","Wake",NA,"Charter","Regular School","None","Year Round","-",32,"KG","08",NA,NA,"yes",NA,NA,640863.906300001,238294.567400001
2392,"930360",NA,NA,NA,"Warren Early College High","Laurie Baker","210 Ridgeway St","210 Ridgeway St","Warrenton",27589,"2527383598","PO Box 110","Warrenton",27589,"2522575357","http://www.warrenk12nc.org/schools.php?id=13","Warren",NA,"Public","Regular School","Early College","Traditional","-",8,"09","12",NA,NA,NA,"yes",NA,685397.226099998,294583.495099999
2393,"990321",NA,NA,NA,"Forbush Middle","Kelly Mabe","1431 Falcon Rd","1431 Falcon Rd","East Bend",27018,"3369616360","1431 Falcon Rd","East Bend",27018,"3369616370",NA,"Yadkin",NA,"Public","Regular School","None","Traditional","-",33,"07","08",NA,NA,"yes",NA,NA,469925.617399998,266150.143199999
2394,"990325",NA,NA,NA,"Starmount Middle","Rick Swaim","2626 Longtown Rd","2626 Longtown Rd","Boonville",27011,"3364686833","2626 Longtown Rd","Boonville",27011,"3364686838",NA,"Yadkin",NA,"Public","Regular School","None","Traditional","-",26,"07","08",NA,NA,"yes",NA,NA,450145.2588,271570.659899998
2395,"120346",NA,"point verified","1","Jimmy C Draughn High School","Emily Garrison","709 Lovelady Road NE","709 Lovelady Road NE","Valdese",28690,"8288794200","709 Lovelady Road NE","Valdese",28690,"8288794201","http://www.burke.k12.nc.us/dhs/","Burke",NA,"Public","Regular School","None","Traditional","-",49,"09","12",NA,NA,NA,"yes",NA,379589.135300003,226570.516600002
2396,"150310",NA,"point verified","1","Camden Intermediate","Parrish Griffin","123 Noblitt Drive","123 Noblitt Drive","Camden",27921,"2523357808","123 Noblitt Drive","Camden",27921,"2523354327",NA,"Camden",NA,"Public","Regular School","None","Traditional","-",28,"04","06",NA,"yes",NA,NA,NA,862513.321000002,289975.684799999
